customer_id,age,annual_income,monthly_income,employment_years,loan_amount,loan_term_months,interest_rate,emi,num_existing_loans,credit_utilization,num_late_payments_12m,credit_history_years,default
3117,51,245132.57,20427.71,6.1,238231.34,48,20.82,7353.95,0,0.189,1,29,0
3118,52,387047.86,32253.99,9.5,595677.48,12,15.23,53829.51,0,0.437,0,31,1
3119,22,274045.79,22837.15,7.1,274895.18,84,22.03,6444.77,2,0.454,1,1,0
3120,63,171013.34,14251.11,0.3,155873.74,12,22.9,14656.51,1,0.477,0,40,0
3121,51,171919.77,14326.65,8.2,429389.31,36,14.32,14742.33,1,0.197,2,28,1
3122,69,411564.39,34297.03,1.4,385310.56,36,21.76,14667.39,4,0.313,0,47,0
3123,44,401027.45,33418.95,1.1,865321.34,48,14.42,23828.9,3,0.282,3,20,0
3124,51,334705.29,27892.11,2.5,690154.8,84,19.78,15234.42,1,0.255,5,28,0
3125,42,243833.7,20319.48,2.1,230749.23,84,22.38,5459.79,2,0.069,2,20,0
3126,64,269624.15,22468.68,6.9,289767.47,24,18.58,14547.72,1,0.077,1,40,0
3127,61,252009.84,21000.82,6.0,480050.81,36,11.67,15869.0,3,0.251,1,37,1
3128,65,123813.04,10317.75,9.4,134650.18,48,9.38,3375.12,0,0.568,0,44,0
3129,45,305781.67,25481.81,0.1,90295.04,48,11.28,2346.02,1,0.45,0,23,0
3130,59,385088.1,32090.68,6.7,522740.91,24,12.15,24643.86,0,0.274,3,36,0
3131,38,306754.92,25562.91,5.6,435964.07,48,19.34,13113.72,1,0.014,1,14,1
3132,43,718251.16,59854.26,9.0,693326.34,24,21.59,35828.27,3,0.37,1,21,0
3133,58,179462.03,14955.17,9.2,57934.61,60,9.39,1213.62,0,0.203,1,36,0
3134,24,213085.37,17757.11,8.8,257220.01,24,23.78,13571.28,1,0.539,1,0,0
3135,55,316953.23,26412.77,3.0,764752.88,36,9.33,24436.56,2,0.038,0,34,1
3136,21,334999.19,27916.6,8.1,783485.83,60,17.29,19594.02,0,0.156,0,0,1
3137,49,114622.07,9551.84,5.4,242896.85,12,17.28,22185.64,2,0.428,0,26,1
3138,44,400852.58,33404.38,14.6,421305.27,48,21.21,13093.64,1,0.098,1,24,0
3139,43,335762.19,27980.18,8.6,208768.4,36,8.12,6553.61,0,0.23,0,22,0
3140,45,102775.63,8564.64,8.4,251081.08,36,15.04,8708.73,2,0.116,1,23,1
3141,45,279748.25,23312.35,1.6,608766.11,84,8.75,9717.42,1,0.465,1,23,0
3142,40,197941.98,16495.16,5.0,128514.23,12,15.43,11625.57,3,0.452,0,17,1
3143,43,236413.67,19701.14,9.3,278750.09,12,15.61,25239.82,1,0.612,1,23,0
3144,48,151895.73,12657.98,7.6,240689.17,24,8.46,10936.29,2,0.203,0,25,1
3145,58,365161.26,30430.1,7.6,584328.11,60,13.92,13572.07,4,0.583,1,35,0
3146,48,715608.27,59634.02,0.0,1204858.73,12,15.65,109118.41,2,0.527,1,24,1
3147,52,338578.68,28214.89,3.9,807795.38,24,19.85,41054.23,2,0.435,0,29,0
3148,61,100740.98,8395.08,6.6,55977.4,84,17.27,1152.69,2,0.226,1,41,0
3149,69,342079.35,28506.61,14.0,772404.51,84,18.44,16434.08,0,0.563,1,46,1
3150,26,269057.56,22421.46,0.0,224964.61,48,19.96,6840.96,2,0.343,1,2,0
3151,55,171012.81,14251.07,2.8,251165.17,12,23.08,23638.39,0,0.117,1,31,0
3152,32,353914.95,29492.91,0.0,521480.08,12,14.46,46935.14,1,0.125,1,9,1
3153,30,460414.46,38367.87,9.6,830925.71,48,15.7,23421.2,0,0.081,1,6,0
3154,59,212299.49,17691.62,13.9,213801.75,84,23.95,5268.97,0,0.265,1,37,0
3155,24,130370.23,10864.19,9.8,60575.59,12,13.52,5425.24,1,0.043,0,3,0
3156,62,108462.95,9038.58,10.9,232552.8,48,19.2,6977.92,0,0.34,0,41,1
3157,58,212597.81,17716.48,2.8,130745.83,12,22.35,12259.11,1,0.332,0,36,0
3158,69,274374.23,22864.52,9.8,206160.77,84,11.13,3544.08,1,0.162,1,49,0
3159,53,229119.1,19093.26,4.1,87573.22,36,11.18,2874.51,1,0.762,1,29,0
3160,63,210735.48,17561.29,8.3,289065.33,12,16.66,26317.51,2,0.168,0,41,0
3161,26,393938.37,32828.2,10.5,627662.96,12,20.55,58308.59,1,0.174,1,6,1
3162,64,373776.39,31148.03,6.5,523062.2,24,17.06,25876.46,0,0.205,0,42,0
3163,28,327681.28,27306.77,12.1,129279.08,12,8.39,11269.11,2,0.284,2,7,0
3164,36,446075.68,37172.97,7.2,948582.95,84,15.92,18797.62,0,0.272,0,16,0
3165,27,213597.0,17799.75,9.4,73257.46,12,13.4,6556.91,0,0.327,1,6,0
3166,40,171565.5,14297.12,17.5,421694.55,36,13.4,14289.94,1,0.591,0,18,0
3167,57,228395.3,19032.94,10.5,241911.78,24,9.03,11055.01,1,0.28,0,34,0
3168,34,220653.44,18387.79,4.3,333501.88,48,23.04,10696.54,1,0.437,1,14,0
3169,61,106335.59,8861.3,5.6,189782.55,84,20.68,4292.4,1,0.495,0,37,0
3170,50,225757.27,18813.11,12.4,318602.9,12,8.63,27807.66,2,0.377,0,29,0
3171,51,515259.16,42938.26,13.2,1100594.7,60,14.53,25912.33,1,0.44,0,29,0
3172,67,442602.22,36883.52,7.8,884616.77,84,9.77,14580.77,2,0.149,0,45,1
3173,42,385613.92,32134.49,0.4,591646.29,12,15.89,53649.78,2,0.676,2,19,1
3174,37,316731.29,26394.27,3.2,74545.03,84,11.43,1293.31,0,0.541,1,14,0
3175,69,611976.56,50998.05,8.9,1021619.28,60,8.84,21127.89,2,0.573,0,45,0
3176,48,174541.19,14545.1,10.9,351747.14,48,21.34,10956.52,1,0.432,1,28,1
3177,51,183063.15,15255.26,13.0,379489.05,48,12.59,10103.69,2,0.498,0,29,1
3178,35,520293.13,43357.76,0.0,755309.47,48,21.09,23425.26,2,0.107,2,14,0
3179,31,300680.18,25056.68,12.4,296857.79,36,13.02,10005.17,0,0.367,3,10,0
3180,29,212014.69,17667.89,15.1,217332.88,36,21.57,8251.77,2,0.44,0,6,0
3181,31,390804.34,32567.03,0.0,407764.71,48,9.95,10332.18,1,0.617,0,11,0
3182,30,238176.32,19848.03,8.0,427586.26,36,14.9,14801.49,2,0.464,1,6,1
3183,57,195094.09,16257.84,11.8,353212.41,60,22.55,9866.12,0,0.279,0,34,0
3184,23,192398.51,16033.21,0.9,301359.61,24,12.96,14321.52,1,0.26,1,0,0
3185,51,348284.4,29023.7,5.5,683443.01,60,10.29,14618.86,1,0.159,0,31,0
3186,67,328702.3,27391.86,10.8,428491.42,24,17.17,21220.6,1,0.353,0,43,0
3187,58,633093.49,52757.79,5.4,904594.95,60,14.31,21194.01,1,0.036,0,35,0
3188,40,256518.32,21376.53,6.2,563046.7,24,9.7,25903.86,0,0.479,0,18,1
3189,23,254339.5,21194.96,9.1,343616.59,48,8.73,8506.93,0,0.255,0,3,0
3190,61,609148.14,50762.34,2.2,541508.6,36,21.59,20565.78,3,0.124,1,40,0
3191,21,485446.03,40453.84,2.7,564198.39,48,20.86,17428.34,1,0.186,1,0,0
3192,54,318841.42,26570.12,10.3,250221.97,60,10.12,5331.26,2,0.264,1,30,0
3193,53,135875.41,11322.95,12.7,97344.9,48,23.47,3145.17,1,0.128,0,32,0
3194,30,197614.34,16467.86,10.0,316026.94,12,9.87,27764.68,2,0.211,0,9,0
3195,57,175072.0,14589.33,14.8,41586.43,48,10.73,1069.38,0,0.114,1,36,0
3196,29,302013.17,25167.76,10.1,276235.61,48,20.75,8516.73,2,0.221,1,7,0
3197,32,229998.82,19166.57,17.2,385100.31,48,15.55,10825.3,3,0.148,1,12,0
3198,60,660962.54,55080.21,8.3,456198.91,24,13.81,21862.5,0,0.233,0,36,0
3199,68,135169.04,11264.09,9.3,337251.61,24,9.07,15418.09,3,0.039,0,44,0
3200,33,165931.47,13827.62,10.0,272774.26,48,20.12,8318.07,1,0.195,0,11,0
3201,66,335143.61,27928.63,4.9,551944.73,36,12.17,18377.31,1,0.266,1,43,0
3202,65,384891.99,32074.33,4.1,549144.13,48,22.46,17438.81,1,0.571,0,43,0
3203,58,81343.15,6778.6,3.5,159649.41,36,8.74,5057.51,2,0.485,1,35,0
3204,27,124529.13,10377.43,5.2,224082.24,36,11.57,7396.8,0,0.242,1,3,0
3205,35,259937.93,21661.49,18.4,552750.94,48,17.52,16098.75,2,0.203,0,15,0
3206,54,584213.52,48684.46,17.1,461190.73,12,16.44,41940.32,0,0.255,0,34,0
3207,69,762136.11,63511.34,6.4,901329.11,36,18.86,32975.37,6,0.397,1,45,0
3208,60,241047.97,20087.33,5.9,345078.94,36,16.41,12201.92,2,0.38,1,37,1
3209,41,272304.58,22692.05,0.0,277012.91,12,15.48,25065.5,1,0.444,1,19,1
3210,32,195158.46,16263.2,3.0,156713.91,24,13.86,7513.93,1,0.146,2,11,0
3211,68,407014.14,33917.84,4.0,97555.64,60,10.96,2119.15,0,0.577,1,46,0
3212,34,636834.31,53069.53,5.8,671950.23,60,20.12,17847.47,1,0.601,1,11,0
3213,37,555714.73,46309.56,5.2,694539.2,36,18.53,25294.3,2,0.393,0,17,0
3214,68,292289.4,24357.45,9.1,597535.17,60,13.69,13807.75,0,0.075,0,48,0
3215,48,194995.97,16249.66,11.9,346500.54,60,8.93,7181.02,0,0.508,1,24,1
3216,33,297776.51,24814.71,4.4,292382.79,60,17.6,7361.13,4,0.265,0,10,0
3217,21,591486.03,49290.5,15.2,1120736.26,48,18.33,33115.2,1,0.016,1,0,0
3218,42,242738.85,20228.24,9.7,134924.01,24,23.78,7118.77,1,0.449,0,19,0
3219,69,119645.14,9970.43,12.4,106146.29,48,9.05,2643.98,0,0.253,0,45,0
3220,42,247705.39,20642.12,5.8,238058.44,60,8.84,4923.24,2,0.312,1,20,0
3221,55,257941.25,21495.1,10.7,67780.61,60,19.7,1784.48,0,0.676,2,32,0
3222,33,119294.55,9941.21,10.3,263020.52,24,23.95,13899.62,2,0.219,0,10,1
3223,59,333040.26,27753.36,15.3,394172.3,84,21.76,9175.53,0,0.198,1,37,0
3224,59,381933.71,31827.81,11.3,344727.79,60,20.75,9277.63,0,0.275,5,36,0
3225,50,751590.05,62632.5,12.3,1434732.74,24,22.49,74778.91,0,0.115,0,29,1
3226,58,152331.07,12694.26,5.4,217079.79,24,14.7,10494.56,0,0.09,0,38,0
3227,49,427308.16,35609.01,14.0,954964.5,60,10.07,20323.08,2,0.501,0,29,1
3228,39,480901.66,40075.14,1.6,849115.86,24,11.68,39844.06,4,0.21,0,16,1
3229,57,384542.83,32045.24,5.1,868047.52,84,17.1,17789.45,0,0.02,0,36,0
3230,61,179261.19,14938.43,9.4,333259.87,48,8.87,8272.63,1,0.355,0,39,0
3231,62,174126.38,14510.53,2.2,347487.68,60,17.78,8782.37,0,0.328,0,42,1
3232,31,311326.78,25943.9,3.4,370172.92,36,19.22,13610.28,4,0.295,2,11,1
3233,54,310236.08,25853.01,3.4,136852.3,48,13.01,3672.08,0,0.391,2,30,0
3234,21,224197.6,18683.13,9.9,293771.78,60,18.52,7543.22,1,0.305,0,0,0
3235,49,565699.62,47141.64,7.2,817927.19,24,22.04,42448.71,0,0.079,1,26,0
3236,48,242710.39,20225.87,12.8,188609.81,36,16.04,6634.69,1,0.502,1,26,0
3237,38,115053.17,9587.76,17.4,83845.98,48,15.59,2358.65,0,0.448,2,18,0
3238,69,265128.99,22094.08,9.4,278319.5,60,21.19,7559.25,4,0.243,0,45,0
3239,64,377051.35,31420.95,5.4,439473.5,84,14.34,8318.5,2,0.088,1,43,1
3240,22,351857.16,29321.43,9.8,573046.64,84,20.72,12974.78,0,0.051,1,0,0
3241,31,350498.36,29208.2,3.5,305342.99,24,21.57,15775.87,2,0.499,1,11,0
3242,31,625930.43,52160.87,7.7,224671.19,48,11.32,5841.72,1,0.525,1,8,0
3243,64,169838.75,14153.23,20.3,164067.57,84,20.04,3647.27,0,0.2,0,41,0
3244,46,239940.4,19995.03,7.0,170854.06,48,11.2,4432.43,0,0.425,0,23,0
3245,56,642117.78,53509.82,9.5,1041668.37,36,20.03,38728.05,1,0.488,2,32,0
3246,60,110893.44,9241.12,7.2,118349.6,60,13.43,2718.94,1,0.219,1,40,0
3247,58,288702.72,24058.56,6.0,445171.95,60,15.61,10733.69,0,0.112,1,36,0
3248,25,548235.69,45686.31,10.4,564403.11,48,10.51,14453.35,1,0.114,1,1,0
3249,27,544165.18,45347.1,1.6,827175.18,84,18.68,17716.67,1,0.058,0,7,1
3250,40,412527.52,34377.29,7.2,85954.66,48,22.98,2754.03,2,0.455,0,17,0
3251,37,417783.92,34815.33,1.2,654618.98,48,16.88,18848.44,1,0.444,1,13,0
3252,57,176219.99,14685.0,15.7,55582.86,48,18.17,1637.69,1,0.442,0,37,0
3253,28,589239.82,49103.32,12.9,1155279.6,24,18.3,57843.9,0,0.5,1,6,1
3254,39,162749.77,13562.48,4.2,373058.02,24,15.35,18150.43,0,0.248,0,16,1
3255,32,167676.78,13973.06,0.0,238393.17,60,19.51,6251.14,2,0.272,2,8,0
3256,30,360027.99,30002.33,10.5,92139.04,12,20.84,8572.34,2,0.255,0,9,0
3257,29,231768.14,19314.01,7.8,209880.18,12,13.06,18751.83,3,0.17,1,9,0
3258,30,328847.16,27403.93,19.2,145732.17,24,23.03,7634.65,4,0.094,1,9,0
3259,48,367832.72,30652.73,15.0,133703.3,24,16.6,6584.92,0,0.26,0,24,0
3260,41,721476.34,60123.03,11.2,1205800.92,48,19.23,36200.1,2,0.337,4,17,0
3261,42,368377.05,30698.09,5.4,638737.48,12,20.87,59435.41,0,0.311,0,20,1
3262,44,217669.44,18139.12,6.7,355053.96,24,8.46,16132.72,3,0.345,0,24,1
3263,57,415918.24,34659.85,9.5,228333.83,12,22.78,21456.57,0,0.171,0,35,0
3264,63,195657.88,16304.82,9.8,119549.15,84,21.14,2737.4,0,0.431,4,39,0
3265,46,468165.79,39013.82,4.5,417797.7,60,9.44,8762.28,1,0.369,0,26,0
3266,52,306298.06,25524.84,1.2,349274.34,12,9.08,30557.52,1,0.121,1,31,0
3267,57,362315.95,30193.0,17.6,263830.34,12,9.37,23117.65,2,0.014,0,35,0
3268,54,121743.67,10145.31,8.2,273595.53,60,22.31,7604.71,1,0.135,0,30,0
3269,27,96242.58,8020.22,10.1,25212.14,48,17.91,739.42,2,0.105,1,3,0
3270,69,139984.63,11665.39,3.7,183582.79,60,8.89,3801.08,3,0.251,0,48,0
3271,29,709904.28,59158.69,14.8,1691559.99,84,22.92,40592.74,0,0.206,0,5,0
3272,41,167028.98,13919.08,13.2,412463.6,84,18.78,8858.68,0,0.28,1,20,0
3273,52,427690.42,35640.87,8.3,404944.35,36,13.16,13675.4,1,0.475,2,29,0
3274,40,215140.4,17928.37,9.1,355048.63,24,19.09,17913.04,1,0.074,1,19,0
3275,32,263019.89,21918.32,9.4,539352.77,48,23.14,17328.45,2,0.299,0,11,0
3276,66,290001.06,24166.76,8.5,209801.43,60,9.52,4408.27,0,0.203,1,46,0
3277,24,674609.45,56217.45,10.8,995630.33,60,21.51,27221.57,0,0.253,4,4,0
3278,33,397222.86,33101.9,9.9,965225.5,48,17.09,27896.59,0,0.452,2,10,1
3279,69,359516.94,29959.74,7.1,810947.47,36,13.56,27543.28,1,0.438,1,46,1
3280,56,567133.05,47261.09,2.2,1268242.05,24,18.09,63371.01,2,0.137,1,33,1
3281,25,216079.48,18006.62,7.9,345539.17,12,19.57,31937.78,1,0.168,0,3,0
3282,57,505939.05,42161.59,11.8,826337.74,48,22.19,26119.97,0,0.472,2,34,0
3283,68,465399.43,38783.29,11.4,341767.49,60,15.49,8218.79,2,0.418,1,44,0
3284,25,462753.45,38562.79,14.6,954258.65,48,20.4,29242.19,1,0.212,2,2,0
3285,41,274441.02,22870.09,15.1,540563.14,36,18.83,19768.46,0,0.198,0,18,0
3286,43,238313.56,19859.46,11.5,283735.65,12,9.16,24834.16,2,0.271,3,19,0
3287,27,191968.81,15997.4,8.9,416794.5,24,19.03,21016.11,0,0.245,2,4,1
3288,30,198076.54,16506.38,9.7,151200.54,60,18.04,3842.79,0,0.19,1,8,0
3289,29,187492.37,15624.36,5.1,403016.89,24,13.65,19283.43,1,0.343,3,8,1
3290,30,356262.78,29688.56,12.0,583502.46,24,8.33,26478.14,1,0.269,0,7,0
3291,40,264562.25,22046.85,14.6,80493.46,48,13.12,2164.24,2,0.382,0,16,0
3292,43,367949.18,30662.43,13.2,374184.0,36,20.75,14049.42,1,0.07,4,22,0
3293,32,378488.52,31540.71,10.8,673560.4,36,20.81,25310.77,2,0.146,3,8,0
3294,35,174577.14,14548.1,6.8,325626.42,48,15.03,9067.38,2,0.356,1,14,1
3295,30,171976.95,14331.41,6.2,180096.74,48,22.24,5697.63,1,0.259,0,9,0
3296,60,264519.38,22043.28,7.2,192017.97,12,20.71,17852.8,2,0.343,1,38,0
3297,31,201277.46,16773.12,4.3,120894.45,60,17.88,3062.04,2,0.159,0,7,0
3298,65,190955.16,15912.93,9.4,467624.23,36,21.33,17697.11,1,0.212,1,45,1
3299,47,692347.66,57695.64,0.0,764178.4,12,18.21,70136.27,2,0.404,1,25,0
3300,60,137767.48,11480.62,5.3,155832.21,48,16.97,4494.13,0,0.605,0,36,0
3301,52,815480.03,67956.67,8.3,478721.74,84,14.45,9090.68,1,0.434,0,31,0
3302,34,342640.88,28553.41,20.5,364582.75,12,12.48,32474.66,3,0.42,3,12,0
3303,50,485589.62,40465.8,8.0,1190403.61,12,10.01,104660.93,0,0.145,0,27,1
3304,34,457790.26,38149.19,8.2,618334.48,24,17.38,30684.88,1,0.158,1,14,0
3305,26,403721.11,33643.43,3.8,737317.08,48,14.81,20449.14,2,0.281,0,4,1
3306,33,680726.51,56727.21,16.6,1610007.68,84,13.6,29816.93,3,0.353,0,11,1
3307,34,172610.29,14384.19,3.9,401550.26,12,12.17,35709.2,2,0.267,0,10,1
3308,27,274254.23,22854.52,18.2,610291.21,48,18.83,18193.08,2,0.432,0,6,0
3309,22,193605.24,16133.77,4.3,443075.13,24,22.97,23198.71,0,0.382,0,0,1
3310,67,127002.27,10583.52,12.7,203913.06,84,12.68,3674.2,1,0.557,0,45,0
3311,46,213070.73,17755.89,7.7,467676.41,60,11.2,10215.13,0,0.34,0,25,0
3312,40,756360.87,63030.07,5.2,1531353.64,36,15.29,53302.61,0,0.046,0,16,0
3313,66,271920.94,22660.08,13.0,674618.52,84,14.48,12821.91,2,0.446,3,42,1
3314,32,799512.83,66626.07,14.6,1779450.45,12,20.01,164847.03,2,0.139,2,12,1
3315,40,841476.68,70123.06,7.1,1209444.81,12,8.8,105655.6,2,0.177,3,20,1
3316,62,1325851.14,110487.59,7.9,272650.11,48,16.53,7801.19,0,0.28,0,41,0
3317,51,768923.3,64076.94,5.9,1911012.15,36,22.84,73815.48,3,0.143,2,27,1
3318,40,964211.49,80350.96,9.1,1377650.88,12,23.72,130083.51,1,0.234,0,20,1
3319,33,348915.05,29076.25,2.5,826823.1,36,14.03,28270.9,3,0.296,0,13,1
3320,22,332423.19,27701.93,0.0,389156.69,12,8.01,33853.93,1,0.256,0,0,0
3321,25,343663.99,28638.67,0.0,582357.77,84,19.66,12812.99,0,0.423,0,5,1
3322,28,296567.79,24713.98,6.9,658918.78,24,11.92,30992.98,1,0.528,0,8,0
3323,59,319601.94,26633.5,2.7,178368.62,48,18.11,5249.84,3,0.283,0,39,0
3324,52,431961.3,35996.78,7.4,449043.52,48,15.56,12625.06,0,0.466,3,31,0
3325,42,234941.32,19578.44,5.4,519930.33,48,17.89,15243.08,1,0.586,2,20,1
3326,59,148923.48,12410.29,4.5,199767.59,12,13.58,17897.1,0,0.429,0,39,1
3327,28,355688.06,29640.67,4.8,609892.12,84,9.25,9890.16,2,0.211,0,8,0
3328,31,209734.47,17477.87,12.8,304096.73,36,23.27,11814.34,2,0.366,2,8,0
3329,40,220877.44,18406.45,9.2,282054.23,12,21.98,26395.98,1,0.284,0,16,0
3330,65,276128.99,23010.75,15.8,283059.69,48,19.72,8571.44,0,0.325,0,43,0
3331,51,246207.11,20517.26,8.5,594262.67,48,11.43,15483.42,0,0.525,2,31,1
3332,62,516598.49,43049.87,0.0,964079.38,36,22.5,37068.47,0,0.326,1,42,0
3333,33,272836.84,22736.4,2.8,652192.7,48,10.84,16805.63,0,0.117,1,11,1
3334,62,529784.09,44148.67,8.6,1156444.68,48,13.97,31584.16,1,0.142,2,40,1
3335,24,328735.29,27394.61,9.2,98995.1,24,22.8,5174.88,0,0.367,0,4,0
3336,32,283717.84,23643.15,5.1,621935.6,84,13.63,11528.33,5,0.607,2,8,0
3337,46,320972.34,26747.7,4.0,129761.3,48,8.57,3202.69,3,0.408,1,26,0
3338,23,155466.42,12955.54,5.0,367548.39,84,18.53,7839.67,1,0.383,1,0,0
3339,63,351174.52,29264.54,7.3,490107.49,48,20.39,15016.18,0,0.352,0,39,0
3340,63,453429.3,37785.78,7.8,404266.62,84,15.02,7805.57,0,0.141,0,39,0
3341,47,486710.72,40559.23,2.5,843596.6,60,20.08,22387.72,2,0.127,0,27,1
3342,35,150830.65,12569.22,9.2,344505.21,48,18.74,10253.54,2,0.469,3,11,0
3343,25,138761.22,11563.44,9.2,344057.58,60,12.72,7779.14,0,0.252,1,5,1
3344,51,226747.14,18895.6,7.5,161716.44,24,11.31,7560.55,2,0.219,1,28,0
3345,47,592633.34,49386.11,4.5,1129444.49,12,16.33,102651.93,0,0.171,0,26,1
3346,58,331203.31,27600.28,11.4,229582.14,48,12.82,6138.62,3,0.338,1,35,0
3347,50,201320.29,16776.69,14.6,58995.91,24,17.51,2931.37,0,0.037,1,26,0
3348,27,143419.66,11951.64,5.8,83266.4,60,23.78,2384.78,0,0.025,1,5,0
3349,26,210660.97,17555.08,4.9,414200.67,24,10.84,19274.24,1,0.261,1,3,1
3350,59,203663.51,16971.96,10.3,98049.39,36,17.15,3503.05,1,0.33,0,35,0
3351,28,473453.44,39454.45,2.1,888436.78,48,10.88,22910.37,0,0.156,1,4,1
3352,66,492018.76,41001.56,1.6,1177666.0,48,8.1,28805.58,1,0.23,4,44,1
3353,26,175439.42,14619.95,4.8,331439.89,60,23.73,9482.98,2,0.446,2,3,0
3354,56,432173.77,36014.48,9.5,353617.33,36,20.28,13192.19,4,0.329,2,35,0
3355,68,410601.51,34216.79,3.6,911628.83,84,11.18,15695.72,1,0.535,0,46,0
3356,42,164416.74,13701.39,7.9,334062.17,60,11.55,7355.29,1,0.203,0,19,0
3357,23,284386.83,23698.9,0.0,451558.3,12,8.75,39437.11,0,0.316,0,0,1
3358,63,351656.45,29304.7,11.1,856824.09,12,17.23,78239.98,1,0.135,0,43,1
3359,30,321778.18,26814.85,15.2,196069.93,48,23.07,6291.85,1,0.161,3,8,0
3360,46,126087.26,10507.27,3.5,27566.62,84,12.55,494.77,2,0.375,0,26,0
3361,69,316662.31,26388.53,10.2,254148.1,24,15.02,12325.2,2,0.073,1,49,0
3362,57,407637.04,33969.75,7.0,355165.8,36,11.55,11720.4,1,0.25,0,37,0
3363,23,653303.5,54441.96,8.5,388653.88,24,22.88,20331.94,1,0.507,0,3,0
3364,61,212267.89,17688.99,6.8,311241.59,48,23.55,10069.77,1,0.188,0,38,0
3365,28,225770.31,18814.19,6.5,100532.35,48,15.36,2816.27,0,0.223,1,6,0
3366,57,267150.28,22262.52,3.8,435140.13,12,10.85,38427.97,1,0.606,2,33,1
3367,51,343041.93,28586.83,2.5,166463.0,36,20.4,6220.34,3,0.192,3,30,0
3368,35,311298.92,25941.58,13.5,345264.28,36,19.26,12701.45,1,0.327,0,11,0
3369,41,401175.39,33431.28,0.0,508733.02,48,10.03,12910.11,1,0.367,1,18,0
3370,26,168958.22,14079.85,7.9,96116.51,48,22.57,3058.08,2,0.103,1,4,0
3371,69,361648.07,30137.34,7.7,875485.83,48,23.1,28108.6,1,0.08,2,48,1
3372,32,204616.4,17051.37,7.8,86614.99,60,9.29,1810.2,0,0.109,0,9,0
3373,36,276048.83,23004.07,11.3,181590.78,24,9.15,8308.43,3,0.012,0,16,0
3374,45,696627.99,58052.33,6.1,755275.17,36,22.03,28856.02,0,0.19,0,25,0
3375,53,147396.07,12283.01,11.3,306561.64,24,11.85,14409.46,0,0.523,2,29,1
3376,45,257884.29,21490.36,17.9,374908.49,48,15.48,10525.43,3,0.185,2,23,0
3377,45,156792.27,13066.02,7.2,160044.16,48,15.52,4496.45,2,0.269,1,25,1
3378,49,320146.5,26678.88,0.0,413228.64,48,11.36,10752.5,2,0.503,0,25,0
3379,63,500877.31,41739.78,7.3,1083102.32,60,16.49,26621.76,1,0.542,2,39,1
3380,40,322812.7,26901.06,6.8,391400.68,48,11.12,10138.78,0,0.062,0,16,0
3381,61,279747.33,23312.28,10.0,206312.23,36,23.3,8018.58,1,0.398,1,40,0
3382,59,576194.85,48016.24,0.0,390849.53,60,8.44,8007.58,0,0.385,1,35,0
3383,68,349847.01,29153.92,9.6,747363.85,60,18.65,19243.38,3,0.109,0,47,0
3384,65,446762.78,37230.23,5.9,346126.65,60,22.84,9725.68,2,0.431,0,41,0
3385,60,424059.35,35338.28,12.0,605762.41,48,16.52,17329.23,0,0.249,3,38,0
3386,33,80000.0,6666.67,5.4,144350.31,36,22.54,5553.21,0,0.173,0,13,1
3387,58,285405.31,23783.78,12.3,157837.39,60,21.35,4301.17,2,0.115,2,34,0
3388,57,172985.45,14415.45,0.4,42402.65,60,10.8,917.71,1,0.36,0,33,0
3389,35,195896.46,16324.7,8.1,484889.45,84,10.02,8054.75,2,0.343,1,12,1
3390,54,619887.35,51657.28,3.1,1284711.15,36,14.96,44509.77,1,0.405,1,32,0
3391,33,245879.59,20489.97,5.6,584502.14,24,14.73,28265.63,0,0.213,2,13,1
3392,46,763970.23,63664.19,21.6,1148166.76,84,23.43,27919.52,2,0.204,1,24,0
3393,60,146701.59,12225.13,3.3,105010.99,12,16.14,9534.7,2,0.338,1,39,0
3394,30,172502.09,14375.17,6.1,241608.15,24,20.13,12312.19,2,0.237,0,8,0
3395,37,434163.01,36180.25,2.3,848054.92,84,8.58,13464.35,0,0.286,0,15,0
3396,59,250024.51,20835.38,6.5,393853.46,12,19.65,36418.48,2,0.232,1,39,0
3397,43,345816.54,28818.04,7.3,446693.95,12,21.51,41702.77,3,0.212,1,19,1
3398,68,280364.71,23363.73,4.3,416339.14,36,14.13,14255.79,1,0.279,1,47,1
3399,21,276153.43,23012.79,15.9,197006.43,48,15.62,5544.95,0,0.205,1,0,0
3400,56,254710.27,21225.86,13.8,278378.61,12,16.47,25319.49,0,0.327,1,33,0
3401,60,324404.57,27033.71,3.3,403317.9,12,11.32,35706.13,0,0.373,0,37,0
3402,65,408733.71,34061.14,12.1,796643.41,60,14.15,18598.51,0,0.117,1,44,1
3403,28,664779.76,55398.31,5.6,948411.02,84,15.54,18589.77,2,0.139,1,5,0
3404,69,268000.39,22333.37,1.9,330302.57,60,10.96,7174.99,2,0.159,0,45,0
3405,40,243575.16,20297.93,4.4,582493.21,24,23.79,30736.04,2,0.084,1,19,1
3406,38,228380.69,19031.72,1.7,155980.36,84,13.36,2868.21,2,0.535,2,16,0
3407,38,618400.71,51533.39,12.7,1275421.99,60,15.6,30745.37,0,0.289,0,16,0
3408,52,418805.73,34900.48,3.6,87794.61,36,10.85,2868.05,1,0.369,0,28,0
3409,53,114746.81,9562.23,14.4,126396.43,36,23.22,4907.28,0,0.194,0,33,0
3410,44,112245.04,9353.75,8.7,72387.25,24,19.89,3680.32,1,0.384,0,21,0
3411,24,195823.9,16318.66,6.0,255584.69,48,9.18,6382.1,0,0.033,1,4,0
